# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 49K of event 'cycles:u'
# Event count (approx.): 494731310553
#
# Overhead  Command  Shared Object          Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  .......  .....................  ....................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.04%  main     main                   [.] std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >, true>::_M_cget
     0.04%  main     main                   [.] std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>
     0.04%  main     main                   [.] std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<segment const*, std::vector<segment, std::allocator<segment> > >, segment*>
     0.03%  main     main                   [.] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_allocate
     0.03%  main     main                   [.] __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator--
     0.03%  main     main                   [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_bucket_index
     0.03%  main     main                   [.] __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator++
     0.03%  main     main                   [.] std::vector<segment, std::allocator<segment> >::begin
     0.03%  main     libstdc++.so.6.0.28    [.] operator delete
     0.03%  main     main                   [.] std::__relocate_object_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >
     0.03%  main     libstdc++.so.6.0.28    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::data
     0.03%  main     main                   [.] std::_Vector_base<segment, std::allocator<segment> >::_M_create_storage
     0.03%  main     main                   [.] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >
     0.03%  main     main                   [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::end
     0.03%  main     main                   [.] std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >
     0.03%  main     main                   [.] std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::~unordered_map
     0.03%  main     main                   [.] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator
     0.03%  main     main                   [.] std::__detail::_Hash_code_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::__detail::_Select1st, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, true>::_M_bucket_index
     0.03%  main     main                   [.] std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::select_on_container_copy_construction
     0.03%  main     main                   [.] __gnu_cxx::new_allocator<int>::new_allocator
     0.03%  main     main                   [.] std::vector<segment, std::allocator<segment> >::end
     0.03%  main     main                   [.] PriorityQueue::Generate
     0.03%  main     main                   [.] std::vector<segment, std::allocator<segment> >::end
     0.03%  main     libstdc++.so.6.0.28    [.] __cxxabiv1::__vmi_class_type_info::__do_dyncast
     0.03%  main     libc.so.6              [.] 0x000000000008fa50
     0.03%  main     main                   [.] std::vector<segment, std::allocator<segment> >::vector
     0.03%  main     main                   [.] std::__niter_base<segment*>
     0.03%  main     main                   [.] __gnu_cxx::__normal_iterator<segment*, std::vector<segment, std::allocator<segment> > >::__normal_iterator
     0.03%  main     main                   [.] __gnu_cxx::new_allocator<segment>::max_size
     0.03%  main     main                   [.] std::__detail::_Node_iterator_base<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true>::_Node_iterator_base
     0.03%  main     libc.so.6              [.] 0x000000000009c0a0
     0.03%  main     main                   [.] std::move_iterator<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::base
     0.03%  main     main                   [.] std::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>
     0.03%  main     libc.so.6              [.] 0x000000000009dc80
     0.03%  main     libc.so.6              [.] 0x000000000008fce8
     0.03%  main     main                   [.] std::swap<char, std::char_traits<char>, std::allocator<char> >
     0.03%  main     main                   [.] __gnu_cxx::new_allocator<segment>::construct<segment, segment&>
     0.03%  main     main                   [.] std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >
     0.03%  main     main                   [.] std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >, true>::~_Hashtable_ebo_helper
     0.03%  main     main                   [.] std::vector<segment, std::allocator<segment> >::max_size
     0.02%  main     main                   [.] std::vector<int, std::allocator<int> >::emplace_back<int&>
     0.02%  main     libstdc++.so.6.0.28    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::swap
     0.02%  main     main                   [.] std::__detail::_Hashtable_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_Equal_hash_code<std::__detail::_Hash_node<std::pair<int const, int>, false> >::_S_equals
     0.02%  main     libc.so.6              [.] 0x000000000008eb20
     0.02%  main     main                   [.] std::hash<int>::operator()
     0.02%  main     main                   [.] operator new
     0.02%  main     main                   [.] std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >
     0.02%  main     libc.so.6              [.] 0x000000000009e1c0
     0.02%  main     libstdc++.so.6.0.28    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append@plt
     0.02%  main     main                   [.] std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__ops::_Iter_comp_iter<segment::order()::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)#1}> >
     0.02%  main     libc.so.6              [.] 0x000000000009c09c
     0.02%  main     main                   [.] __gnu_cxx::new_allocator<segment>::_M_max_size
     0.02%  main     main                   [.] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base
     0.02%  main     main                   [.] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::~_Vector_impl
     0.02%  main     main                   [.] _init
     0.02%  main     main                   [.] std::max<int>
     0.02%  main     main                   [.] __gnu_cxx::__alloc_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >, std::__detail::_Hash_node<std::pair<int const, int>, false> >::_S_select_on_copy
     0.02%  main     main                   [.] PT::~PT
     0.02%  main     main                   [.] segment::segment
     0.02%  main     main                   [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_unique_node
     0.02%  main     main                   [.] std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::operator[]
     0.02%  main     libstdc++.so.6.0.28    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator+=
     0.02%  main     main                   [.] std::allocator_traits<std::allocator<segment> >::max_size
     0.02%  main     main                   [.] std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data
     0.02%  main     main                   [.] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::~_Hashtable_alloc
     0.02%  main     libc.so.6              [.] 0x000000000009c040
     0.02%  main     main                   [.] std::__fill_a1<std::array<unsigned int, 4ul>*, std::array<unsigned int, 4ul> >
     0.02%  main     main                   [.] std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>
     0.02%  main     main                   [.] __gnu_cxx::__alloc_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_S_select_on_copy
     0.02%  main     main                   [.] __gnu_cxx::__normal_iterator<segment const*, std::vector<segment, std::allocator<segment> > >::operator++
     0.02%  main     main                   [.] std::allocator_traits<std::allocator<segment> >::construct<segment, segment&>
     0.02%  main     main                   [.] PriorityQueue::CalProb
     0.02%  main     main                   [.] segment::insert
     0.02%  main     main                   [.] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl
     0.02%  main     main                   [.] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base
     0.02%  main     main                   [.] PT::insert
     0.02%  main     main                   [.] __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator*
     0.02%  main     libc.so.6              [.] 0x000000000009c088
     0.02%  main     main                   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::length@plt
     0.02%  main     main                   [.] std::forward<segment const&>
     0.02%  main     libstdc++.so.6.0.28    [.] operator new
     0.02%  main     libstdc++.so.6.0.28    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.02%  main     main                   [.] model::FindSymbol
     0.02%  main     main                   [.] __gnu_cxx::operator-<segment*, std::vector<segment, std::allocator<segment> > >
     0.02%  main     libstdc++.so.6.0.28    [.] std::__detail::_Prime_rehash_policy::_M_need_rehash
     0.02%  main     main                   [.] std::allocator_traits<std::allocator<segment> >::allocate
     0.02%  main     main                   [.] __gnu_cxx::__normal_iterator<segment const*, std::vector<segment, std::allocator<segment> > >::base
     0.02%  main     libstdc++.so.6.0.28    [.] operator delete
     0.02%  main     main                   [.] std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index
     0.02%  main     main                   [.] std::operator!=<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>
     0.02%  main     main                   [.] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl_data::_Vector_impl_data
     0.01%  main     main                   [.] std::iter_swap<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >
     0.01%  main     libc.so.6              [.] strcmp
     0.01%  main     main                   [.] isalpha@plt
     0.01%  main     main                   [.] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> >::new_allocator
     0.01%  main     main                   [.] __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base
     0.01%  main     main                   [.] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl
     0.01%  main     main                   [.] std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable
     0.01%  main     main                   [.] std::vector<segment, std::allocator<segment> >::begin
     0.01%  main     main                   [.] std::allocator_traits<std::allocator<segment> >::deallocate
     0.01%  main     main                   [.] std::vector<segment, std::allocator<segment> >::_S_do_relocate
     0.01%  main     main                   [.] std::vector<segment, std::allocator<segment> >::emplace_back<segment&>
     0.01%  main     main                   [.] std::_Head_base<0ul, int const&, false>::_M_head
     0.01%  main     main                   [.] __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::base
     0.01%  main     main                   [.] std::operator==<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >
     0.01%  main     main                   [.] std::__relocate_a_1<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >
     0.01%  main     libstdc++.so.6.0.28    [.] std::basic_ios<char, std::char_traits<char> >::operator bool
     0.01%  main     main                   [.] __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >
     0.01%  main     main                   [.] std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >
     0.01%  main     libc.so.6              [.] 0x000000000009c044
     0.01%  main     libstdc++.so.6.0.28    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append
     0.01%  main     main                   [.] std::min<unsigned long>
     0.01%  main     main                   [.] __gnu_cxx::operator!=<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >
     0.01%  main     main                   [.] memcmp@plt
     0.01%  main     libc.so.6              [.] 0x000000000008f990
     0.01%  main     main                   [.] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >
     0.01%  main     libc.so.6              [.] 0x000000000008e9a4
     0.01%  main     main                   [.] std::uninitialized_copy<__gnu_cxx::__normal_iterator<segment const*, std::vector<segment, std::allocator<segment> > >, segment*>
     0.01%  main     main                   [.] std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> >, true>::_Hashtable_ebo_helper
     0.01%  main     main                   [.] std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> > >::construct<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >
     0.01%  main     main                   [.] __gnu_cxx::new_allocator<segment>::allocate
     0.01%  main     main                   [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_Scoped_node::_Scoped_node<std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >
     0.01%  main     main                   [.] std::move<segment&>
     0.01%  main     libstdc++.so.6.0.28    [.] operator delete@plt
     0.01%  main     main                   [.] std::vector<segment, std::allocator<segment> >::_M_check_len
     0.01%  main     main                   [.] __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::base
     0.01%  main     main                   [.] std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_M_v
     0.01%  main     main                   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string@plt
     0.01%  main     main                   [.] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator[]
     0.01%  main     main                   [.] std::array<unsigned int, 4ul>::data
     0.01%  main     main                   [.] std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__ops::_Val_comp_iter<segment::order()::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)#1}> >
     0.01%  main     libc.so.6              [.] 0x000000000009c078
     0.01%  main     main                   [.] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector
     0.01%  main     main                   [.] std::_Tuple_impl<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::_Tuple_impl
     0.01%  main     main                   [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_Hashtable
     0.01%  main     libstdc++.so.6.0.28    [.] 0x00000000000ba1d0
     0.01%  main     libc.so.6              [.] 0x000000000008f9c8
     0.01%  main     libc.so.6              [.] 0x000000000009dce4
     0.01%  main     main                   [.] std::_Tuple_impl<0ul, int const&>::_Tuple_impl
     0.01%  main     main                   [.] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> >::new_allocator
     0.01%  main     main                   [.] std::_Destroy<segment>
     0.01%  main     libstdc++.so.6.0.28    [.] std::use_facet<std::ctype<char> >
     0.01%  main     main                   [.] std::forward<std::piecewise_construct_t const&>
     0.01%  main     libc.so.6              [.] 0x000000000009c0dc
     0.01%  main     main                   [.] std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable
     0.01%  main     main                   [.] std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> >, true>::_M_get
     0.01%  main     libstdc++.so.6.0.28    [.] std::allocator<char>::allocator
     0.01%  main     main                   [.] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> > >::~_Hashtable_alloc
     0.01%  main     main                   [.] __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::new_allocator
     0.01%  main     main                   [.] __gnu_cxx::__alloc_traits<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> >, std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> >::_S_select_on_copy
     0.01%  main     libstdc++.so.6.0.28    [.] std::locale::id::_M_id
     0.01%  main     main                   [.] std::_Vector_base<int, std::allocator<int> >::_Vector_base
     0.01%  main     main                   [.] model::train
     0.01%  main     libc.so.6              [.] 0x000000000008f970
     0.01%  main     main                   [.] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::new_allocator
     0.01%  main     main                   [.] __gnu_cxx::new_allocator<segment>::new_allocator
     0.01%  main     main                   [.] std::vector<segment, std::allocator<segment> >::_S_relocate
     0.01%  main     main                   [.] std::vector<std::array<unsigned int, 4ul>, std::allocator<std::array<unsigned int, 4ul> > >::operator[]
     0.01%  main     main                   [.] memset@plt
     0.01%  main     libc.so.6              [.] 0x000000000009c084
     0.01%  main     libc.so.6              [.] 0x000000000009dce8
     0.01%  main     libc.so.6              [.] 0x000000000008e9b4
     0.01%  main     libc.so.6              [.] 0x000000000008e9a8
     0.01%  main     libc.so.6              [.] 0x000000000008e9a0
     0.01%  main     main                   [.] std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_reset
     0.01%  main     main                   [.] std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<segment const*, std::vector<segment, std::allocator<segment> > >, segment*, segment>
     0.01%  main     main                   [.] std::vector<segment, std::allocator<segment> >::_S_use_relocate
     0.01%  main     libc.so.6              [.] 0x000000000008fae8
     0.01%  main     main                   [.] std::max<unsigned long>
     0.01%  main     main                   [.] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl
     0.01%  main     main                   [.] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::new_allocator
     0.01%  main     main                   [.] std::allocator<segment>::allocator
     0.01%  main     libstdc++.so.6.0.28    [.] strlen@plt
     0.01%  main     main                   [.] std::move<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>
     0.01%  main     libstdc++.so.6.0.28    [.] memcpy@plt
     0.01%  main     main                   [.] std::allocator_traits<std::allocator<segment> >::select_on_container_copy_construction
     0.01%  main     main                   [.] std::__relocate_object_a<segment, segment, std::allocator<segment> >
     0.01%  main     main                   [.] std::forward<segment&>
     0.01%  main     main                   [.] std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >
     0.01%  main     main                   [.] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl
